GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0022000793,2,12,0,1,7:41 PM,12:00,,Start of 1st Period (7:41 PM EST),,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
0022000793,4,10,0,1,7:41 PM,12:00,Jump Ball Noel vs. Valanciunas: Tip to Allen,,,,,4,203457,Nerlens Noel,1610612752.0,New York,Knicks,NYK,5,202685,Jonas Valanciunas,1610612763.0,Memphis,Grizzlies,MEM,5,1628960,Grayson Allen,1610612763.0,Memphis,Grizzlies,MEM,1
0022000793,7,5,45,1,7:42 PM,11:44,,,Anderson Out of Bounds - Bad Pass Turnover Turnover (P1.T1),,,5,203937,Kyle Anderson,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,1,0,,,,,,1
0022000793,8,5,2,1,7:42 PM,11:26,Barrett Lost Ball Turnover (P1.T1),,Anderson STEAL (1 STL),,,4,1629628,RJ Barrett,1610612752.0,New York,Knicks,NYK,5,203937,Kyle Anderson,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,1
0022000793,10,2,101,1,7:42 PM,11:19,,,MISS Anderson 3' Driving Floating Jump Shot,,,5,203937,Kyle Anderson,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,0,0,,,,,,1
0022000793,11,4,0,1,7:42 PM,11:17,Randle REBOUND (Off:0 Def:1),,,,,4,203944,Julius Randle,1610612752.0,New York,Knicks,NYK,0,0,,,,,,0,0,,,,,,1
0022000793,13,5,9,1,7:43 PM,11:06,KNICKS Turnover: 5 Second Violation (T#2),,,,,2,1610612752,,,,,,0,0,,,,,,1,0,,,,,,0
0022000793,14,6,2,1,7:43 PM,10:54,Payton S.FOUL (P1.T1) (C.Washington),,,,,4,203901,Elfrid Payton,1610612752.0,New York,Knicks,NYK,5,203937,Kyle Anderson,1610612763.0,Memphis,Grizzlies,MEM,1,0,,,,,,1
0022000793,16,3,11,1,7:44 PM,10:54,,,MISS Anderson Free Throw 1 of 2,,,5,203937,Kyle Anderson,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,0,0,,,,,,1
0022000793,17,4,1,1,7:44 PM,10:54,,,Grizzlies Rebound,,,3,1610612763,,,,,,0,0,,,,,,0,0,,,,,,0
0022000793,18,3,12,1,7:44 PM,10:54,,,Anderson Free Throw 2 of 2 (1 PTS),1 - 0,-1,5,203937,Kyle Anderson,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,0,0,,,,,,1
0022000793,19,1,1,1,7:44 PM,10:42,Payton 26' 3PT Jump Shot (3 PTS) (Randle 1 AST),,,1 - 3,2,4,203901,Elfrid Payton,1610612752.0,New York,Knicks,NYK,4,203944,Julius Randle,1610612752.0,New York,Knicks,NYK,0,0,,,,,,1
0022000793,21,1,1,1,7:44 PM,10:27,,,Brooks 3PT Jump Shot (3 PTS) (Allen 1 AST),4 - 3,-1,5,1628415,Dillon Brooks,1610612763.0,Memphis,Grizzlies,MEM,5,1628960,Grayson Allen,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,1
0022000793,23,2,1,1,7:45 PM,10:11,MISS Randle 17' Jump Shot,,,,,4,203944,Julius Randle,1610612752.0,New York,Knicks,NYK,0,0,,,,,,0,0,,,,,,1
0022000793,24,4,0,1,7:45 PM,10:09,,,Valanciunas REBOUND (Off:0 Def:1),,,5,202685,Jonas Valanciunas,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,0,0,,,,,,1
0022000793,25,1,1,1,7:45 PM,10:01,,,Morant 27' 3PT Jump Shot (3 PTS) (Brooks 1 AST),7 - 3,-4,5,1629630,Ja Morant,1610612763.0,Memphis,Grizzlies,MEM,5,1628415,Dillon Brooks,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,1
0022000793,27,2,79,1,7:45 PM,9:47,MISS Barrett 16' Pullup Jump Shot,,,,,4,1629628,RJ Barrett,1610612752.0,New York,Knicks,NYK,0,0,,,,,,0,0,,,,,,1
0022000793,28,4,0,1,7:45 PM,9:45,,,Anderson REBOUND (Off:0 Def:1),,,5,203937,Kyle Anderson,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,0,0,,,,,,1
0022000793,29,1,6,1,7:45 PM,9:36,,,Allen 1' Driving Layup (2 PTS) (Anderson 1 AST),9 - 3,-6,5,1628960,Grayson Allen,1610612763.0,Memphis,Grizzlies,MEM,5,203937,Kyle Anderson,1610612763.0,Memphis,Grizzlies,MEM,0,0,,,,,,1
