,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0,0021900498,2,12,0,1,3:12 PM,12:00,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
1,0021900498,4,10,0,1,3:12 PM,12:00,Jump Ball Turner vs. Horford: Tip to Simmons,,,,,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,5,201143,Al Horford,1610612755.0,Philadelphia,76ers,PHI,5,1627732,Ben Simmons,1610612755.0,Philadelphia,76ers,PHI,1
2,0021900498,7,1,75,1,3:12 PM,11:37,,,Richardson  Driving Finger Roll Layup (2 PTS),2 - 0,-2,5,1626196,Josh Richardson,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
3,0021900498,8,2,5,1,3:12 PM,11:20,MISS Sabonis 1' Layup,,,,,4,1627734,Domantas Sabonis,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
4,0021900498,9,4,0,1,3:12 PM,11:17,,,O'Quinn REBOUND (Off:0 Def:1),,,5,203124,Kyle O'Quinn,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
5,0021900498,10,2,76,1,3:12 PM,11:14,,,MISS Simmons 3' Running Finger Roll Layup,,,5,1627732,Ben Simmons,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
6,0021900498,11,4,0,1,3:12 PM,11:11,Turner REBOUND (Off:0 Def:1),,,,,4,1626167,Myles Turner,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
7,0021900498,13,1,1,1,3:13 PM,10:56,Warren  3PT Jump Shot (3 PTS) (Brogdon 1 AST),,,2 - 3,1,4,203933,T.J. Warren,1610612754.0,Indiana,Pacers,IND,4,1627763,Malcolm Brogdon,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
8,0021900498,15,1,1,1,3:13 PM,10:35,,,Harris  3PT Jump Shot (3 PTS) (O'Quinn 1 AST),5 - 3,-2,5,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,5,203124,Kyle O'Quinn,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,1
9,0021900498,17,2,101,1,3:13 PM,10:14,MISS Brogdon 14' Driving Floating Jump Shot,,,,,4,1627763,Malcolm Brogdon,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
10,0021900498,18,4,0,1,3:13 PM,10:12,PACERS Rebound,,,,,2,1610612754,,,,,,0,0,,,,,,0,0,,,,,,0
11,0021900498,19,6,1,1,3:14 PM,10:12,,,Harris P.FOUL (P1.T1) (T.Brown),,,5,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,4,1627734,Domantas Sabonis,1610612754.0,Indiana,Pacers,IND,1,0,,,,,,1
12,0021900498,21,5,2,1,3:14 PM,10:00,Sabonis Lost Ball Turnover (P1.T1),,Richardson STEAL (1 STL),,,4,1627734,Domantas Sabonis,1610612754.0,Indiana,Pacers,IND,5,1626196,Josh Richardson,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,1
13,0021900498,23,1,1,1,3:14 PM,9:53,,,Richardson 26' 3PT Jump Shot (5 PTS) (Simmons 1 AST),8 - 3,-5,5,1626196,Josh Richardson,1610612755.0,Philadelphia,76ers,PHI,5,1627732,Ben Simmons,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,1
14,0021900498,25,1,79,1,3:14 PM,9:36,Lamb 14' Pullup Jump Shot (2 PTS),,,8 - 5,-3,4,203087,Jeremy Lamb,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
15,0021900498,26,5,45,1,3:15 PM,9:22,,,Simmons Out of Bounds - Bad Pass Turnover Turnover (P1.T1),,,5,1627732,Ben Simmons,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,1,0,,,,,,1
16,0021900498,27,1,79,1,3:15 PM,9:06,Warren 16' Pullup Jump Shot (5 PTS) (Sabonis 1 AST),,,8 - 7,-1,4,203933,T.J. Warren,1610612754.0,Indiana,Pacers,IND,4,1627734,Domantas Sabonis,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,1
17,0021900498,29,6,2,1,3:15 PM,9:06,,,Harris S.FOUL (P2.T2) (L.Wood),,,5,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,4,203933,T.J. Warren,1610612754.0,Indiana,Pacers,IND,1,0,,,,,,1
18,0021900498,31,3,10,1,3:15 PM,9:06,Warren Free Throw 1 of 1 (6 PTS),,,8 - 8,TIE,4,203933,T.J. Warren,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,1
19,0021900498,32,6,2,1,3:16 PM,8:43,Sabonis S.FOUL (P1.T1) (B.Forte),,,,,4,1627734,Domantas Sabonis,1610612754.0,Indiana,Pacers,IND,5,1627732,Ben Simmons,1610612755.0,Philadelphia,76ers,PHI,1,0,,,,,,1
20,0021900498,34,3,11,1,3:16 PM,8:43,,,Simmons Free Throw 1 of 2 (1 PTS),9 - 8,-1,5,1627732,Ben Simmons,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0,0,,,,,,1
21,0021900498,35,8,0,1,3:16 PM,8:43,,,SUB: Ennis III FOR Harris,,,5,202699,Tobias Harris,1610612755.0,Philadelphia,76ers,PHI,5,203516,James Ennis III,1610612755.0,Philadelphia,76ers,PHI,0,0,,,,,,0
