Date,Sport,bet_type,period,away_Team,home_Team,away_1Q,away_2Q,away_3Q,away_4Q,home_1Q,home_2Q,home_3Q,home_4Q,away_score,home_score,away_open,home_open,pinnacle1,pinnacle2,fiveDimes1,fiveDimes2,bookmaker1,bookmaker2,BOL1,BOL2,Bovada1,Bovada2,Heritage1,Heritage2,Intertops1,Intertops2,youwager1,youwager2,justbet1,justbet2,sportsbet1,sportsbet2,oddsURL
20150105,NBA,moneyline,full,Cleveland,Philadelphia,20,30,18,24,19,18,23,35,92,95,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20150105
20150105,NBA,moneyline,full,Charlotte,Boston,24,26,29,25,16,20,26,33,104,95,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20150105
20150105,NBA,moneyline,full,Dallas,Brooklyn,21,22,22,17,14,35,14,16,96,88,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20150105
20150105,NBA,moneyline,full,Washington,New Orleans,27,25,17,23,23,21,20,21,92,85,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20150105
20150105,NBA,moneyline,full,New York,Memphis,14,22,26,21,21,26,37,21,83,105,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20150105
20150105,NBA,moneyline,full,Houston,Chicago,33,29,27,16,34,28,21,31,105,114,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20150105
20150105,NBA,moneyline,full,Denver,Minnesota,35,27,25,23,21,20,28,32,110,101,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20150105
20150105,NBA,moneyline,full,Indiana,Utah,31,22,21,31,16,23,23,39,105,101,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20150105
20150105,NBA,moneyline,full,L.A. Lakers,Portland,23,22,28,21,24,23,23,28,94,98,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20150105
20150105,NBA,moneyline,full,Atlanta,L.A. Clippers,21,23,33,30,26,20,23,29,107,98,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20150105
20150105,NBA,moneyline,full,Oklahoma City,Golden State,25,20,20,26,34,31,19,33,91,117,,,,,,,,,,,,,,,,,,,,,,,https://classic.sportsbookreview.com/betting-odds/nba-basketball/money-line/?date=20150105
